iso_code,continent,location,date,total_cases,new_cases
ARG,South America,Argentina,09-07-2021,4627537,14518
ARG,South America,Argentina,10-07-2021,4639098,11561
ARG,South America,Argentina,11-07-2021,4647948,8850
ARG,South America,Argentina,12-07-2021,4662937,14989
ARG,South America,Argentina,13-07-2021,4682960,20023
ARG,South America,Argentina,14-07-2021,4702657,19697
ARG,South America,Argentina,15-07-2021,4719952,17295
ARG,South America,Argentina,16-07-2021,4737213,17261
ARG,South America,Argentina,17-07-2021,4749443,12230
ARG,South America,Argentina,18-07-2021,4756378,6935
ARG,South America,Argentina,19-07-2021,4769142,12764
ARG,South America,Argentina,20-07-2021,4784219,15077
ARG,South America,Argentina,21-07-2021,4798851,14632
ARG,South America,Argentina,22-07-2021,4812351,13500
ARG,South America,Argentina,23-07-2021,4827973,15622
ARG,South America,Argentina,24-07-2021,4839109,11136
ARG,South America,Argentina,25-07-2021,4846615,7506
ARG,South America,Argentina,26-07-2021,4859170,12555
ARG,South America,Argentina,27-07-2021,4875927,16757
ARG,South America,Argentina,28-07-2021,4891810,15883
ARG,South America,Argentina,29-07-2021,4905925,14115
ARG,South America,Argentina,30-07-2021,4919408,13483
ARG,South America,Argentina,31-07-2021,4929764,10356
ARG,South America,Argentina,01-08-2021,4935847,6083
ARG,South America,Argentina,02-08-2021,4947030,11183
ARG,South America,Argentina,03-08-2021,4961880,14850
ARG,South America,Argentina,04-08-2021,4975616,13736
ARG,South America,Argentina,05-08-2021,4989402,13786
ARG,South America,Argentina,06-08-2021,5002951,13549
ARG,South America,Argentina,07-08-2021,5012754,9803
ARG,South America,Argentina,08-08-2021,5018895,6141
ARG,South America,Argentina,09-08-2021,5029075,10180
ARG,South America,Argentina,10-08-2021,5041487,12412
ARG,South America,Argentina,11-08-2021,5052884,11397
ARG,South America,Argentina,12-08-2021,5066253,13369
ARG,South America,Argentina,13-08-2021,5074725,8472
ARG,South America,Argentina,14-08-2021,5080908,6183
ARG,South America,Argentina,15-08-2021,5084635,3727
ARG,South America,Argentina,16-08-2021,5088271,3636
ARG,South America,Argentina,17-08-2021,5096443,8172
ARG,South America,Argentina,18-08-2021,5106207,9764
ARG,South America,Argentina,19-08-2021,5116803,10596
ARG,South America,Argentina,20-08-2021,5124963,8160
ARG,South America,Argentina,21-08-2021,5130852,5889
ARG,South America,Argentina,22-08-2021,5133831,2979
ARG,South America,Argentina,23-08-2021,5139966,6135
ARG,South America,Argentina,24-08-2021,5148085,8119
ARG,South America,Argentina,25-08-2021,5155079,6994
ARG,South America,Argentina,26-08-2021,5161926,6847
ARG,South America,Argentina,27-08-2021,5167733,5807
ARG,South America,Argentina,28-08-2021,5171458,3725
ARG,South America,Argentina,29-08-2021,5173531,2073
ARG,South America,Argentina,30-08-2021,5178889,5358
ARG,South America,Argentina,31-08-2021,5185620,6731
ARG,South America,Argentina,01-09-2021,5190948,5328
ARG,South America,Argentina,02-09-2021,5195601,4653
ARG,South America,Argentina,03-09-2021,5199919,4318
ARG,South America,Argentina,04-09-2021,5202405,2486
ARG,South America,Argentina,05-09-2021,5203802,1397
ARG,South America,Argentina,06-09-2021,5207695,3893
ARG,South America,Argentina,07-09-2021,5211801,4106
ARG,South America,Argentina,08-09-2021,5215332,3531
ARG,South America,Argentina,09-09-2021,5218993,3661
ARG,South America,Argentina,10-09-2021,5221809,2816
ARG,South America,Argentina,11-09-2021,5223604,1795
ARG,South America,Argentina,12-09-2021,5224534,930
ARG,South America,Argentina,13-09-2021,5226831,2297
ARG,South America,Argentina,14-09-2021,5229848,3017
ARG,South America,Argentina,15-09-2021,5232358,2510
ARG,South America,Argentina,16-09-2021,5234851,2493
ARG,South America,Argentina,17-09-2021,5237159,2308
ARG,South America,Argentina,18-09-2021,5238610,1451
ARG,South America,Argentina,19-09-2021,5239232,622
ARG,South America,Argentina,20-09-2021,5241394,2162
ARG,South America,Argentina,21-09-2021,5243231,1837
ARG,South America,Argentina,22-09-2021,5245265,2034
ARG,South America,Argentina,23-09-2021,5246998,1733
ARG,South America,Argentina,24-09-2021,5248847,1849
ARG,South America,Argentina,25-09-2021,5249840,993
ARG,South America,Argentina,26-09-2021,5250402,562
ARG,South America,Argentina,27-09-2021,5251940,1538
ARG,South America,Argentina,28-09-2021,5253765,1825
ARG,South America,Argentina,29-09-2021,5255261,1496
ARG,South America,Argentina,30-09-2021,5256902,1641
ARG,South America,Argentina,01-10-2021,5258466,1564
ARG,South America,Argentina,02-10-2021,5259352,886
ARG,South America,Argentina,03-10-2021,5259738,386
ARG,South America,Argentina,04-10-2021,5260719,981
ARG,South America,Argentina,05-10-2021,5261935,1216
ARG,South America,Argentina,06-10-2021,5263219,1284
ARG,South America,Argentina,07-10-2021,5264305,1086
ARG,South America,Argentina,08-10-2021,5265058,753
ARG,South America,Argentina,09-10-2021,5265528,470
ARG,South America,Argentina,10-10-2021,5265859,331
ARG,South America,Argentina,11-10-2021,5266275,416
ARG,South America,Argentina,12-10-2021,5267339,1064
ARG,South America,Argentina,13-10-2021,5268653,1314
ARG,South America,Argentina,14-10-2021,5270003,1350
ARG,South America,Argentina,15-10-2021,5271361,1358
ARG,South America,Argentina,16-10-2021,5272151,790
ARG,South America,Argentina,17-10-2021,5272551,400
ARG,South America,Argentina,18-10-2021,5273463,912
ARG,South America,Argentina,19-10-2021,5274766,1303
ARG,South America,Argentina,20-10-2021,5275984,1218
ARG,South America,Argentina,21-10-2021,5277525,1541
ARG,South America,Argentina,22-10-2021,5278910,1385
ARG,South America,Argentina,23-10-2021,5279818,908
ARG,South America,Argentina,24-10-2021,5280358,540
ARG,South America,Argentina,25-10-2021,5281585,1227
ARG,South America,Argentina,26-10-2021,5283000,1415
ARG,South America,Argentina,27-10-2021,5284485,1485
ARG,South America,Argentina,28-10-2021,5286074,1589
ARG,South America,Argentina,29-10-2021,5287447,1373
ARG,South America,Argentina,30-10-2021,5288259,812
ARG,South America,Argentina,31-10-2021,5288807,548
ARG,South America,Argentina,01-11-2021,5289945,1138
ARG,South America,Argentina,02-11-2021,5291285,1340
ARG,South America,Argentina,03-11-2021,5292549,1264
ARG,South America,Argentina,04-11-2021,5293989,1440
ARG,South America,Argentina,05-11-2021,5295260,1271
ARG,South America,Argentina,06-11-2021,5296188,928
ARG,South America,Argentina,07-11-2021,5296781,593
ARG,South America,Argentina,08-11-2021,5298069,1288
ARG,South America,Argentina,09-11-2021,5299418,1349
ARG,South America,Argentina,10-11-2021,5300985,1567
ARG,South America,Argentina,11-11-2021,5302445,1460
ARG,South America,Argentina,12-11-2021,5304059,1614
ARG,South America,Argentina,13-11-2021,5305151,1092
ARG,South America,Argentina,14-11-2021,5305742,591
ARG,South America,Argentina,15-11-2021,5307159,1417
ARG,South America,Argentina,16-11-2021,5308781,1622
ARG,South America,Argentina,17-11-2021,5310334,1553
ARG,South America,Argentina,18-11-2021,5312089,1755
ARG,South America,Argentina,19-11-2021,5313607,1518
ARG,South America,Argentina,20-11-2021,5314702,1095
ARG,South America,Argentina,21-11-2021,5315348,646
ARG,South America,Argentina,22-11-2021,5315989,641
ARG,South America,Argentina,23-11-2021,5317633,1644
ARG,South America,Argentina,24-11-2021,5319867,2234
ARG,South America,Argentina,25-11-2021,5322127,2260
ARG,South America,Argentina,26-11-2021,5324039,1912
ARG,South America,Argentina,27-11-2021,5325560,1521
ARG,South America,Argentina,28-11-2021,5326448,888
ARG,South America,Argentina,29-11-2021,5328416,1968
ARG,South America,Argentina,30-11-2021,5330748,2332
ARG,South America,Argentina,01-12-2021,5332629,1881
ARG,South America,Argentina,02-12-2021,5335310,2681
ARG,South America,Argentina,03-12-2021,5337692,2382
ARG,South America,Argentina,04-12-2021,5339382,1690
ARG,South America,Argentina,05-12-2021,5340676,1294
ARG,South America,Argentina,06-12-2021,5343153,2477
ARG,South America,Argentina,07-12-2021,5346242,3089
ARG,South America,Argentina,08-12-2021,5348123,1881
ARG,South America,Argentina,09-12-2021,5350867,2744
ARG,South America,Argentina,10-12-2021,5354440,3573
ARG,South America,Argentina,11-12-2021,5356885,2445
ARG,South America,Argentina,12-12-2021,5358455,1570
ARG,South America,Argentina,13-12-2021,5361967,3512
ARG,South America,Argentina,14-12-2021,5366522,4555
ARG,South America,Argentina,15-12-2021,5371341,4819
ARG,South America,Argentina,16-12-2021,5376642,5301
ARG,South America,Argentina,17-12-2021,5382290,5648
ARG,South America,Argentina,18-12-2021,5386453,4163
ARG,South America,Argentina,19-12-2021,5389707,3254
ARG,South America,Argentina,20-12-2021,5395044,5337
ARG,South America,Argentina,21-12-2021,5404380,9336
ARG,South America,Argentina,22-12-2021,5415501,11121
ARG,South America,Argentina,23-12-2021,5428957,13456
ARG,South America,Argentina,24-12-2021,5445236,16279
ARG,South America,Argentina,25-12-2021,5452419,7183
ARG,South America,Argentina,26-12-2021,5460042,7623
ARG,South America,Argentina,27-12-2021,5480305,20263
ARG,South America,Argentina,28-12-2021,5514207,33902
ARG,South America,Argentina,29-12-2021,5556239,42032
ARG,South America,Argentina,30-12-2021,5606745,50506
ARG,South America,Argentina,31-12-2021,5654408,47663
ARG,South America,Argentina,01-01-2022,5674428,20020
ARG,South America,Argentina,02-01-2022,5694930,20502
ARG,South America,Argentina,03-01-2022,5739326,44396
ARG,South America,Argentina,04-01-2022,5820536,81210
ARG,South America,Argentina,05-01-2022,5915695,95159
ARG,South America,Argentina,06-01-2022,6025303,109608
ARG,South America,Argentina,07-01-2022,6135836,110533
ARG,South America,Argentina,08-01-2022,6237525,101689
ARG,South America,Argentina,09-01-2022,6310844,73319
ARG,South America,Argentina,10-01-2022,6399196,88352
ARG,South America,Argentina,11-01-2022,6533635,134439
ARG,South America,Argentina,12-01-2022,6664717,131082
ARG,South America,Argentina,13-01-2022,6793119,128402
ARG,South America,Argentina,14-01-2022,6932972,139853
ARG,South America,Argentina,15-01-2022,7029624,96652
ARG,South America,Argentina,16-01-2022,7094865,65241
ARG,South America,Argentina,17-01-2022,7197323,102458
ARG,South America,Argentina,18-01-2022,7318305,120982
ARG,South America,Argentina,19-01-2022,7446626,128321
ARG,South America,Argentina,20-01-2022,7576335,129709
ARG,South America,Argentina,21-01-2022,7694506,118171
ARG,South America,Argentina,22-01-2022,7792652,98146
ARG,South America,Argentina,23-01-2022,7862536,69884
ARG,South America,Argentina,24-01-2022,7940657,78121
ARG,South America,Argentina,25-01-2022,8041520,100863
ARM,Asia,Armenia,14-10-2020,58624,1058
ARM,Asia,Armenia,15-10-2020,59995,1371
ARM,Asia,Armenia,16-10-2020,61460,1465
ARM,Asia,Armenia,17-10-2020,63000,1540
ARM,Asia,Armenia,18-10-2020,64694,1694
ARM,Asia,Armenia,19-10-2020,65460,766
ARM,Asia,Armenia,20-10-2020,66694,1234
ARM,Asia,Armenia,21-10-2020,68530,1836
ARM,Asia,Armenia,22-10-2020,70836,2306
ARM,Asia,Armenia,23-10-2020,73310,2474
ARM,Asia,Armenia,24-10-2020,75523,2213
ARM,Asia,Armenia,25-10-2020,77837,2314
ARM,Asia,Armenia,26-10-2020,78810,973
ARM,Asia,Armenia,27-10-2020,80410,1600
ARM,Asia,Armenia,28-10-2020,82651,2241
ARM,Asia,Armenia,29-10-2020,85034,2383
ARM,Asia,Armenia,30-10-2020,87432,2398
ARM,Asia,Armenia,31-10-2020,89813,2381
ARM,Asia,Armenia,01-11-2020,92254,2441
ARM,Asia,Armenia,02-11-2020,93448,1194
ARM,Asia,Armenia,03-11-2020,94776,1328
ARM,Asia,Armenia,04-11-2020,97150,2374
ARM,Asia,Armenia,05-11-2020,99563,2413
ARM,Asia,Armenia,06-11-2020,101773,2210
ARM,Asia,Armenia,07-11-2020,104249,2476
ARM,Asia,Armenia,08-11-2020,106424,2175
ARM,Asia,Armenia,09-11-2020,107466,1042
ARM,Asia,Armenia,10-11-2020,108687,1221
ARM,Asia,Armenia,11-11-2020,110548,1861
ARM,Asia,Armenia,12-11-2020,112680,2132
ARM,Asia,Armenia,13-11-2020,114383,1703
ARM,Asia,Armenia,14-11-2020,115855,1472
ARM,Asia,Armenia,15-11-2020,117337,1482
ARM,Asia,Armenia,16-11-2020,117886,549
ARM,Asia,Armenia,17-11-2020,118870,984
ARM,Asia,Armenia,18-11-2020,120459,1589
ARM,Asia,Armenia,19-11-2020,121979,1520
ARM,Asia,Armenia,20-11-2020,123646,1667
ARM,Asia,Armenia,21-11-2020,124839,1193
ARM,Asia,Armenia,22-11-2020,126224,1385
ARM,Asia,Armenia,23-11-2020,126709,485
ARM,Asia,Armenia,24-11-2020,127522,813
ARM,Asia,Armenia,25-11-2020,129085,1563
ARM,Asia,Armenia,26-11-2020,130870,1785
ARM,Asia,Armenia,27-11-2020,132346,1476
ARM,Asia,Armenia,28-11-2020,133594,1248
ARM,Asia,Armenia,29-11-2020,134768,1174
ARM,Asia,Armenia,30-11-2020,135124,356
ARM,Asia,Armenia,01-12-2020,135967,843
ARM,Asia,Armenia,02-12-2020,137231,1264
ARM,Asia,Armenia,03-12-2020,138508,1277
ARM,Asia,Armenia,04-12-2020,139692,1184
ARM,Asia,Armenia,05-12-2020,140959,1267
ARM,Asia,Armenia,06-12-2020,141937,978
ARM,Asia,Armenia,07-12-2020,142344,407
ARM,Asia,Armenia,08-12-2020,142928,584
ARM,Asia,Armenia,09-12-2020,144066,1138
ARM,Asia,Armenia,10-12-2020,145240,1174
ARM,Asia,Armenia,11-12-2020,146317,1077
ARM,Asia,Armenia,12-12-2020,147312,995
ARM,Asia,Armenia,13-12-2020,148325,1013
ARM,Asia,Armenia,14-12-2020,148682,357
ARM,Asia,Armenia,15-12-2020,149120,438
ARM,Asia,Armenia,16-12-2020,150218,1098
ARM,Asia,Armenia,17-12-2020,151392,1174
ARM,Asia,Armenia,18-12-2020,152253,861
ARM,Asia,Armenia,19-12-2020,153173,920
ARM,Asia,Armenia,20-12-2020,153825,652
ARM,Asia,Armenia,21-12-2020,154065,240
ARM,Asia,Armenia,22-12-2020,154602,537
ARM,Asia,Armenia,23-12-2020,155440,838
ARM,Asia,Armenia,24-12-2020,156142,702
ARM,Asia,Armenia,25-12-2020,156763,621
ARM,Asia,Armenia,26-12-2020,157349,586
ARM,Asia,Armenia,27-12-2020,157834,485
ARM,Asia,Armenia,28-12-2020,157948,114
ARM,Asia,Armenia,29-12-2020,158296,348
ARM,Asia,Armenia,30-12-2020,158878,582
ARM,Asia,Armenia,31-12-2020,159409,531
ARM,Asia,Armenia,01-01-2021,159738,329
ARM,Asia,Armenia,02-01-2021,159798,60
ARM,Asia,Armenia,03-01-2021,160027,229
ARM,Asia,Armenia,04-01-2021,160220,193
ARM,Asia,Armenia,05-01-2021,160544,324
AUS,Oceania,Australia,27-12-2021,322275,11797
AUS,Oceania,Australia,28-12-2021,339953,17678
AUS,Oceania,Australia,29-12-2021,361322,21369
AUS,Oceania,Australia,30-12-2021,395133,33811
AUS,Oceania,Australia,31-12-2021,425496,30363
AUS,Oceania,Australia,01-01-2022,462955,37459
AUS,Oceania,Australia,02-01-2022,492563,29608
AUS,Oceania,Australia,03-01-2022,537308,44745
AUS,Oceania,Australia,04-01-2022,608803,71495
AUS,Oceania,Australia,05-01-2022,684229,75426
AUS,Oceania,Australia,06-01-2022,762458,78229
AUS,Oceania,Australia,07-01-2022,860550,98092
AUS,Oceania,Australia,08-01-2022,972457,111907
AUS,Oceania,Australia,09-01-2022,1045291,72834
AUS,Oceania,Australia,10-01-2022,1139097,93806
AUS,Oceania,Australia,11-01-2022,1223505,84408
AUS,Oceania,Australia,12-01-2022,1398776,175271
AUS,Oceania,Australia,13-01-2022,1526961,128185
AUS,Oceania,Australia,14-01-2022,1613249,86288
AUS,Oceania,Australia,15-01-2022,1726116,112867
AUS,Oceania,Australia,16-01-2022,1786007,59891
AUS,Oceania,Australia,17-01-2022,1870362,84355
AUS,Oceania,Australia,18-01-2022,1954977,84615
AUS,Oceania,Australia,19-01-2022,2022581,67604
AUS,Oceania,Australia,20-01-2022,2086522,63941
AUS,Oceania,Australia,21-01-2022,2129688,43166
AUS,Oceania,Australia,22-01-2022,2196870,67182
AUS,Oceania,Australia,23-01-2022,2229104,32234
AUS,Oceania,Australia,24-01-2022,2287126,58022
AUS,Oceania,Australia,25-01-2022,2340046,52920
AUS,Oceania,Australia,26-01-2022,2391062,51016
AUS,Oceania,Australia,27-01-2022,2457285,66223
AUS,Oceania,Australia,28-01-2022,2523265,65980
AUS,Oceania,Australia,29-01-2022,2570523,47258
AUS,Oceania,Australia,30-01-2022,2607242,36719
AUS,Oceania,Australia,31-01-2022,2580386,
AUS,Oceania,Australia,01-02-2022,2620532,40146
AUS,Oceania,Australia,02-02-2022,2644760,24228
AUS,Oceania,Australia,03-02-2022,2676939,32179
AUS,Oceania,Australia,04-02-2022,2704275,27336
AUS,Oceania,Australia,05-02-2022,2727260,22985
AUS,Oceania,Australia,06-02-2022,2752507,25247
AUS,Oceania,Australia,07-02-2022,2779880,27373
AUS,Oceania,Australia,08-02-2022,2811390,31510
AUS,Oceania,Australia,09-02-2022,2822873,11483
AUS,Oceania,Australia,10-02-2022,2854123,31250
AUS,Oceania,Australia,11-02-2022,2876687,22564
AUS,Oceania,Australia,12-02-2022,2902294,25607
AUS,Oceania,Australia,13-02-2022,2914583,12289
AUS,Oceania,Australia,14-02-2022,2945496,30913
AUS,Oceania,Australia,15-02-2022,2969890,24394
AUS,Oceania,Australia,16-02-2022,2967316,
AUS,Oceania,Australia,17-02-2022,2990045,22729
AUS,Oceania,Australia,18-02-2022,3013262,23217
AUS,Oceania,Australia,19-02-2022,3030638,17376
AUS,Oceania,Australia,20-02-2022,3048857,18219
AUS,Oceania,Australia,21-02-2022,3074020,25163
AUS,Oceania,Australia,22-02-2022,3099249,25229
AUS,Oceania,Australia,23-02-2022,3124101,24852
AUS,Oceania,Australia,24-02-2022,3150771,26670
AUS,Oceania,Australia,25-02-2022,3170574,19803
AUS,Oceania,Australia,26-02-2022,3188117,17543
AUS,Oceania,Australia,27-02-2022,3209599,21482
AUS,Oceania,Australia,28-02-2022,3235017,25418
AUS,Oceania,Australia,01-03-2022,3256772,21755
AUS,Oceania,Australia,02-03-2022,3296784,40012
AUS,Oceania,Australia,03-03-2022,3321943,25159
AUS,Oceania,Australia,04-03-2022,3344659,22716
AUS,Oceania,Australia,05-03-2022,3362035,17376
AUS,Oceania,Australia,06-03-2022,3384217,22182
AUS,Oceania,Australia,07-03-2022,3429179,44962
AUS,Oceania,Australia,08-03-2022,3459870,30691
AUS,Oceania,Australia,09-03-2022,3496205,36335
AUS,Oceania,Australia,10-03-2022,3527894,31689
AUS,Oceania,Australia,11-03-2022,3562971,35077
AUS,Oceania,Australia,12-03-2022,3596466,33495
AUS,Oceania,Australia,13-03-2022,3622906,26440
AUS,Oceania,Australia,14-03-2022,3651709,28803
AUS,Oceania,Australia,15-03-2022,3706018,54309
AUS,Oceania,Australia,16-03-2022,3763166,57148
AUS,Oceania,Australia,17-03-2022,3812332,49166
AUS,Oceania,Australia,18-03-2022,3859284,46952
AUS,Oceania,Australia,19-03-2022,3900138,40854
AUS,Oceania,Australia,20-03-2022,3943368,43230
